policy,fraction,cumulative_gain,centered_qini,unit,sample_scope
dr_learner,0.3799997926417124,0.0007283477376892201,0.0003060240496959465,incremental_conversions_per_test_row,held_out_test
dr_learner,0.3899998248179984,0.0007390030655168184,0.00030556555443595585,incremental_conversions_per_test_row,held_out_test
dr_learner,0.3999998569942844,0.0007418070991556594,0.00029725576498720776,incremental_conversions_per_test_row,held_out_test
dr_learner,0.4099998891705704,0.0007493779899805315,0.0002937128327244909,incremental_conversions_per_test_row,held_out_test
dr_learner,0.41999992134685643,0.0007509202084818938,0.0002841412281382641,incremental_conversions_per_test_row,held_out_test
dr_learner,0.4299999535231424,0.0007594725110803602,0.00028157970764914144,incremental_conversions_per_test_row,held_out_test
dr_learner,0.43999998569942844,0.000761855939673375,0.0002728493131545672,incremental_conversions_per_test_row,held_out_test
dr_learner,0.44999966036142547,0.0007687258220885364,0.00026860576981591706,incremental_conversions_per_test_row,held_out_test
dr_learner,0.4599996925377115,0.0007732122759106823,0.0002619784005504739,incremental_conversions_per_test_row,held_out_test
dr_learner,0.4699997247139975,0.0007720906624551447,0.0002497429640073472,incremental_conversions_per_test_row,held_out_test
dr_learner,0.4799997568902835,0.0007737730826384488,0.00024031156110306223,incremental_conversions_per_test_row,held_out_test
dr_learner,0.4899997890665695,0.0007810635700994364,0.00023648822547646094,incremental_conversions_per_test_row,held_out_test
dr_learner,0.4999998212428555,0.0007883540575604242,0.00023266488984985964,incremental_conversions_per_test_row,held_out_test
dr_learner,0.5099998534191416,0.0007948033349297595,0.00022800034413160582,incremental_conversions_per_test_row,held_out_test
dr_learner,0.5199998855954275,0.0007977475702505422,0.00021983075636479964,incremental_conversions_per_test_row,held_out_test
dr_learner,0.5299999177717135,0.0008062998728490086,0.00021726923587567692,incremental_conversions_per_test_row,held_out_test
dr_learner,0.5399999499479995,0.0008106461249892127,0.0002105016649282921,incremental_conversions_per_test_row,held_out_test
dr_learner,0.5499999821242856,0.0008166747973127217,0.0002054165141642119,incremental_conversions_per_test_row,held_out_test
dr_learner,0.5599996567862826,0.0008222828645904045,0.00019991115568808318,incremental_conversions_per_test_row,held_out_test
dr_learner,0.5699996889625686,0.0008197592343154463,0.00018627370232553587,incremental_conversions_per_test_row,held_out_test
dr_learner,0.5799997211388546,0.0008228436713181717,0.00017824431624067236,incremental_conversions_per_test_row,held_out_test
